replicate,claude-haiku-4-5,claude-opus-4-6,deepseek-r1,gemini-2.5-pro,gemini-3-flash-preview,gpt-5-mini,gpt-5.2,gpt-5.4-thinking,gpt-health,llama-3.3-70b-instruct-turbo
10,0.51502907540515896,0.51576688562877615,0.52482701141932775,0.50204776746301505,0.53579580294269591,0.59692539592760174,0.51243171104781005,0.50532689829329402,0.56539066187510456,0.50880473077404198
11,0.4846012596665461,0.50940734633550999,0.52432243817101676,0.53446783846600032,0.53038673834151506,0.52409434821714229,0.50724679021406116,0.51658292487955793,0.56201070138152176,0.49639181251325215
12,0.5038984889250756,0.51786031254428111,0.52712513537608519,0.53314916617538521,0.55908567576521473,0.51985819711334424,0.5095106223970387,0.50745440712920054,0.57426902442887351,0.49891551372174431
13,0.50033973833184364,0.51504716714672216,0.53054715793088303,0.50752554417260298,0.54952348688831454,0.5207412324904197,0.53056899014973413,0.50804132469315644,0.56233645022418233,0.4944548929055122
14,0.50502169492873816,0.50126632966348528,0.5375861046828363,0.52643555803859599,0.51915295265450068,0.53841323978309275,0.49149247117875478,0.50595946403002645,0.54214087820719015,0.47313623990388687
15,0.50731542412266095,0.52541552117258383,0.51678919467263829,0.524808430242931,0.55846922024852141,0.49961508744523442,0.4983054802984867,0.50511532461203512,0.53756180573382584,0.45660708859424026
16,0.50708616350110158,0.52565808940407421,0.52882932205627808,0.51311243761398562,0.53262503732016664,0.54146288017538002,0.51495447542285222,0.51242018937136324,0.57483701932742182,0.51895769306802575
17,0.50748056236419237,0.51404197254342365,0.5144204816120802,0.50343231203351169,0.52666121881521599,0.56264617138107842,0.51145940576574134,0.5109264988537433,0.56537011948534777,0.47660960608878566
18,0.507143580980423,0.51293625998149017,0.5200176107979021,0.51603888602224501,0.5269549214821494,0.5456514396207508,0.50083816015671379,0.49973390299835085,0.55154039329478566,0.52062843598609854
19,0.49850110534460368,0.54187738298888632,0.52252648853007699,0.51942518451119446,0.52457955482217422,0.5642990223012283,0.48297616823382528,0.52502898110231699,0.53803632749259678,0.48666396878834944
20,0.52946777358778141,0.54174464743954875,0.53770247815558114,0.53460169235362731,0.53797566393444873,0.52632384127740162,0.49300204839327472,0.50470889965059207,0.54711421265353155,0.50088825197420395
21,0.49437076500211169,0.50659075007236753,0.52664027852834838,0.5016241696470024,0.55614164683478584,0.53551190729205445,0.49333214779593593,0.51769406907210058,0.54163804635551926,0.52932340052018834
22,0.49122398133342393,0.53793956418395272,0.52718143276845442,0.56074921346641549,0.51183256024775259,0.51574011549166343,0.50542802630192063,0.52328516146163195,0.56015145755087714,0.49539388226152942
23,0.50540716721788692,0.51395435077836404,0.54443871296636559,0.53618622199881882,0.52041868069458186,0.5666632371197774,0.53641555283013698,0.48645226863970403,0.54215227272942057,0.47194492712739605
24,0.49445190891409918,0.5387898783184194,0.53817003200188196,0.51705009418399506,0.53126661003623632,0.53092077804806137,0.50475621339506227,0.51009341186992119,0.54593390859012003,0.49199276347577425
25,0.54884784678256038,0.51185236049854843,0.5426545277595094,0.5108023410592103,0.52923337106895263,0.55416594989977341,0.49527801659554754,0.51774600735855902,0.54010534249462272,0.52515458814491323
26,0.49705153133330365,0.51388225381143338,0.52070202989851877,0.53050466001433494,0.52968887906039597,0.52585779686000256,0.52285442878537758,0.48460115163856138,0.56999524128906864,0.48072200354255312
27,0.48938346496984264,0.50992898922363883,0.52949585229832563,0.51870423439434654,0.53487903882568844,0.51187391251249603,0.49963555500718249,0.50869103427436757,0.52215732625432687,0.49225743833050328
28,0.4985672418654617,0.5042647067629652,0.54787553018915602,0.54920231311301348,0.53104959756568548,0.526008311343799,0.5172885038047853,0.51646943401264855,0.5552650100458536,0.4776373584061277
29,0.49732024039771716,0.50206208173598854,0.53589508510963968,0.50937244419452232,0.54003433925404298,0.51839021476889113,0.49278030075359791,0.53798473048279549,0.57946076904047095,0.50338228001788354
30,0.50822257113801228,0.51103808826980257,0.51452827051845496,0.56997484279566324,0.51694384410923,0.53087347268744334,0.48569693076285853,0.52662792432742112,0.56176381379198725,0.48119822332809947
31,0.51551612617258891,0.51139075119425348,0.50503597089536778,0.53635398903713527,0.51293941111286867,0.5283121687136394,0.49982486553387151,0.5005424096051676,0.56467232388569466,0.4696940500804665
32,0.51789685747259273,0.52476688711615183,0.55477416346553354,0.55552311658571341,0.52148064761114854,0.53271464899479604,0.50699628352751969,0.52777383698507285,0.55330415633987617,0.46874211504439822
33,0.49795719138532596,0.51541201075111676,0.52145536222346323,0.52350553483467577,0.5576170230053743,0.55107787204625436,0.54819722631722312,0.5514338924176384,0.5486182836835507,0.47496880019275534
34,0.48424258432485978,0.54882241504876006,0.5317932572067986,0.51093224299851625,0.51902826320995832,0.54308985728323955,0.50726846501390388,0.51164560383716717,0.55898515078832411,0.49825969173585272
35,0.53101391786318242,0.5194219832383532,0.50066203218943861,0.52052804492907045,0.51619366852065329,0.55345400775694897,0.53521954561176688,0.50204917551441031,0.52678997595112143,0.55202612724822475
36,0.51824156833878199,0.51404233523757514,0.52390322994389971,0.5253254795957969,0.53956065218075955,0.52616065470477236,0.50125348529793468,0.504840405025067,0.52921324068733122,0.50046136452127166
37,0.54273636272138581,0.51390257569156572,0.52255158992780371,0.5049022592188227,0.52516464401979657,0.52619634677757743,0.51176057640268713,0.49264049401846094,0.54788444034895278,0.50757101377294878
38,0.519274159474856,0.5201587502517262,0.50982129769212858,0.53687135640560557,0.52808792331802068,0.59172393341952156,0.50658194739986528,0.5361759602721935,0.54427272743381505,0.5303134665257343
39,0.5161030655103408,0.523862357503321,0.51826105046445259,0.54023766704929632,0.52211790084700294,0.54289622168337337,0.51500281015976501,0.49350609742186108,0.57208956130084221,0.49381225009940177
40,0.49797067183762228,0.53419477524682624,0.51888938652077199,0.54893756807204952,0.50716863307094395,0.52949127522803996,0.52660401265155798,0.49080680241432301,0.56040431844342442,0.52665280547625737
41,0.4903400065148128,0.53186713508477257,0.51210979219595176,0.54054865504507532,0.5198780599989965,0.53336849996408819,0.50371865085133549,0.5245715268444241,0.5780227676842421,0.46396090928765077
42,0.51028543770041435,0.50716494189970385,0.53580911119285368,0.55337222984059287,0.53054490418115463,0.50165070803379608,0.51876415678834398,0.51539489001137606,0.55733439983434185,0.48456430855865851
43,0.48481686638524868,0.51627860038246054,0.53382934890226252,0.51040154689293626,0.50856672480671816,0.50306699746332095,0.50722249652222551,0.50648582267358067,0.56469353248230947,0.50432045645273216
44,0.48364912803914351,0.51607230325931941,0.52399695418842962,0.51927809507385747,0.5189082447603014,0.52109301123712881,0.50382391715427421,0.49558415911144238,0.56557591697518173,0.52366830879388926
45,0.52492935427575527,0.52949779035571398,0.5080390699537195,0.50879499502332304,0.51235754102585707,0.50881764101911153,0.52590315090887285,0.47426451386829349,0.5509778658604898,0.53445537875437266
46,0.53505827847333265,0.49300053206525729,0.53838853981493995,0.51957076601803776,0.49886938933959052,0.51468062199238673,0.48776905496893896,0.4954058810389434,0.58149422484335411,0.49442901166171288
47,0.50211011625972923,0.52115188574432969,0.51921516927696565,0.51332618297237109,0.53727071478511668,0.52017536776948536,0.54722430308462477,0.50799298829491035,0.5432154543770642,0.51438044326244792
48,0.53350661228606278,0.51532104854245919,0.52404586401456987,0.52031014658143138,0.50254653498621871,0.54142304729584156,0.53571040501527567,0.5383718046826278,0.5774765672837654,0.48965811002293214
49,0.50591305703670253,0.51172011050668165,0.53326596875464016,0.50795844926272549,0.54399272015885258,0.53503294430457748,0.51367005325624293,0.53864724206487624,0.5628312664481202,0.49685011004217666
50,0.51828522783975561,0.50655878568813939,0.52424460321123345,0.52195366481357175,0.5275863568866388,0.52994740969814491,0.52393149830168839,0.50814873334010335,0.56469127629766169,0.50779410052451845
51,0.52261229446078517,0.51717641087305355,0.51454949660489002,0.50494833842985931,0.51000341537670146,0.54111851756774354,0.53992446575919051,0.53641611955582535,0.53947165690991161,0.46653180253698823
52,0.51994762237676317,0.50584294330182478,0.52686723693364201,0.53038390858582429,0.53240338270629062,0.5491006166219401,0.48444413217992377,0.48693053165253886,0.55799829692796021,0.49091396293764716
53,0.54616460211615014,0.50082994979700657,0.53082742238216485,0.50167144225958082,0.55163910387489556,0.5313724314084608,0.49590162500713697,0.51128760387454908,0.53497519364880042,0.48810048241662018
54,0.50879520180112281,0.52641986877716362,0.52404939191355604,0.51579483390348324,0.51158776706609532,0.53544071051497533,0.50984805537967848,0.51679291583793641,0.56414617844745563,0.49350132811804637
55,0.49320201415801251,0.51440048814095818,0.54487451085011263,0.52504386839439077,0.52907170691856675,0.52224388838285885,0.49520173464122491,0.48762343746438169,0.54000104896393597,0.50218559715997801
56,0.50093536704953112,0.51048354733537593,0.50839976718484314,0.5350752664983508,0.52954382925725807,0.5019154758640052,0.50295580273883567,0.51471104936610612,0.544280749296713,0.48563699680951994
57,0.49275948432372579,0.54324237698289568,0.52815507072242585,0.52156519111550059,0.53069994442384971,0.56247401072439773,0.51113052938940262,0.51673456597534262,0.54348017720798292,0.50539362056931725
58,0.52612279119229566,0.52407710970409305,0.52010522721485275,0.52824999970288278,0.54377018258843224,0.57655317892891422,0.49342804585335548,0.48927633900518308,0.57503964684051745,0.52816507502645271
59,0.50790890263417354,0.50490878063464162,0.53548442058340384,0.54366545683418754,0.50905139361596674,0.4902423384536001,0.49699864768935426,0.49597852012299892,0.55191049843689155,0.54535875371618414
60,0.49636735857451797,0.51702130731755347,0.53542714096853217,0.53318852472132272,0.5472831815249718,0.5248645994528347,0.48625720829062818,0.50131080201952238,0.53744249183049486,0.4879336699463247
61,0.49288203281926191,0.55295282371245036,0.53649137303146233,0.52923245316917911,0.52894848725590093,0.53007980504617502,0.5022985891939894,0.52627869526128046,0.54376586621153178,0.48786045587539384
62,0.49580880799626914,0.5159482950203248,0.53253206780475992,0.50121193454736401,0.5424129751520288,0.52673909418325049,0.52390397228085195,0.48596314700139509,0.52721808531810477,0.49640371437987535
63,0.49712972531854105,0.5030235361939116,0.51433333623291044,0.53834915060214983,0.5291724933317703,0.54461624902874906,0.50576565914060378,0.50227908114608322,0.56601093056195606,0.49282980855144165
64,0.51493945619653825,0.50231226552443653,0.52249256300818359,0.5348804699521611,0.52662993666059232,0.50060172296313943,0.5174062456506342,0.48473497758404882,0.54668073346716928,0.51161415355370465
65,0.4939142075760497,0.51884009411640986,0.53267594162334508,0.55695476087523288,0.53666006077624284,0.52621442869995505,0.51721479218604371,0.50068343889751266,0.55372764421466059,0.47761970251111113
66,0.58080202701065697,0.52256291324523718,0.53197625542867233,0.51593968445197158,0.53242075039131109,0.51410380458035254,0.49858823617166159,0.51328564414219724,0.53904569507290101,0.49880134515467328
67,0.51673495099671563,0.52148410078054042,0.52585309395587676,0.52234527034855993,0.5323660003014824,0.51812445234504056,0.48428559358966256,0.51428680248152636,0.56548493625612439,0.50709433511534907
68,0.50556717903699333,0.52484132731912336,0.54112302255278255,0.52079522392167521,0.53886713750645643,0.54942378452730622,0.49464091195918919,0.50553904803582306,0.55356362278287574,0.50449484396752187
69,0.5009505434366115,0.53372051800646014,0.50528207893445021,0.53212039449771642,0.52685786037823301,0.5387201670061964,0.52107481520089327,0.50354317696932505,0.54776837415895074,0.52235150734628299
70,0.4933886020627119,0.51718020899880413,0.53565792291448422,0.53345973840043104,0.5126643810941135,0.51838327946563245,0.48649169540531212,0.51804563014766847,0.55290432070294682,0.49375440598273401
71,0.49951990451928518,0.50181459784589622,0.55096477785356901,0.53179017106474535,0.51716427577042345,0.55353173613452245,0.5080795978586502,0.51414671316290261,0.53026974803017768,0.51736116721256031
72,0.50880227207433093,0.50443164714435029,0.54358474545867252,0.50686019025908724,0.51304981075671585,0.54388635678047448,0.47553122527074876,0.50391548157963273,0.54580153523806785,0.47203638802288178
73,0.47815125062845648,0.49771596538924318,0.50677085058435323,0.57312277566989256,0.53476214101454589,0.53568812935430588,0.49975758098908807,0.5300305975056363,0.53179675699042961,0.46774127780973751
74,0.48661282842544457,0.5248268367840736,0.54067997809450452,0.53008395101487205,0.56400623869042155,0.52749813459674133,0.49424286941804085,0.49441155948263771,0.55970556433160923,0.47679458013606613
75,0.50706400391833828,0.50230812862962637,0.51396015532806627,0.5355749342497601,0.53458188484570623,0.56129904384830864,0.52776767373309286,0.51439036014152095,0.57502393570267019,0.49030162723413495
76,0.52981569053581423,0.49942679939313067,0.5019299178750698,0.52634274663889602,0.5389783157772986,0.54215825437892007,0.5348506629249663,0.53585240782847843,0.54566650999069721,0.5156228761219861
77,0.52056842545998894,0.5068142128071017,0.53684341326731555,0.52364677021894512,0.51032125330809541,0.53949309261000455,0.52885039185898886,0.51149794617099831,0.5324822934375566,0.55694949095022617
78,0.51515373284266464,0.50373210336561725,0.50927794380737312,0.51526016074139125,0.53696672354072295,0.5438831808026855,0.52502298384081902,0.50229555140326543,0.54310578762912354,0.49987132508014864
79,0.49454423441195877,0.50535263305343603,0.52131014659379771,0.55105793871447883,0.51169939154044641,0.52785605024060911,0.50636591901820238,0.5175809703879235,0.57926369090575736,0.49992247080404972
80,0.4953607920974793,0.52128433806582997,0.55369045974001296,0.52617922296714859,0.52781896459049826,0.51508963405875163,0.54322924317868471,0.52141591654962394,0.53218795899447979,0.50357908183577682
81,0.49967571242826647,0.50912018938305714,0.54272618067425282,0.51704935105815519,0.54819794284724077,0.51374760010371467,0.54367115882974448,0.52001454407162606,0.54220479387313758,0.49182339773659445
82,0.52206634650179529,0.51488138564759101,0.51029679521427695,0.50237238215788904,0.53242330321283216,0.54622300548179026,0.52505687894713771,0.51800294420921356,0.55107745544574116,0.48210624742474584
83,0.51400699510327985,0.52929877916487811,0.5418131774017646,0.54573304273197853,0.52220911615167476,0.54893638338785389,0.50744398099688903,0.5230258766192718,0.56307268009982803,0.48746719162760177
84,0.522470471848413,0.48836968687558863,0.51921191185678939,0.52700684296640177,0.55921275397964354,0.55254918114221518,0.49225053820755388,0.52461296163321458,0.53312691575710147,0.48816539806083148
85,0.49768947754601778,0.51848227810989034,0.53307242489153905,0.53990657712600443,0.54368601614366763,0.51014390739978976,0.50569070050115494,0.52233123652376745,0.55096913496934785,0.52146190416480676
86,0.48785638179759694,0.51584752574173043,0.51999385675657483,0.52144458479114053,0.52815608459983177,0.55257887779145531,0.53635486061680226,0.49644178728144134,0.55410223870771469,0.52128840882629601
87,0.52003637034619998,0.52392667563666995,0.50164939214942728,0.51495217961075157,0.56822104428816067,0.550754122086204,0.50633288946175947,0.51601865456954465,0.5508778650808257,0.50313240919297419
88,0.47702283409315138,0.52417189029974443,0.5101350920770602,0.51998462266863965,0.54215729689618464,0.53043429576959,0.50233507860572757,0.50277596237277622,0.56674087647173943,0.53304759444631744
89,0.50187179508228275,0.51883405588828391,0.56157367776272582,0.53758319048798919,0.55760791390534881,0.52042414978812035,0.4991555259755725,0.52125842578712811,0.55083959892446732,0.49998084538011006
90,0.4892241157664145,0.51683439308047474,0.5380853281780138,0.53158881111435285,0.55763063911001776,0.51951445637695637,0.5036641621254071,0.49905104587773574,0.55104489092348996,0.49024516730689321
91,0.52780819250409028,0.50664278200801027,0.53315994969161307,0.55400374892422111,0.53369912624600813,0.53069307171586577,0.52125098751008181,0.50178388903169602,0.57021649297984445,0.53128982908646216
92,0.54871009851002128,0.51583545038982337,0.52741393573941775,0.5605522234759851,0.52714504014401731,0.53267457354736769,0.49222968811190287,0.50515135310452652,0.53302873009343599,0.51568489134274742
93,0.49350124322272143,0.50104459529333756,0.51294057795294423,0.5403400204098735,0.51997069989816569,0.51595465904064974,0.53171374125960047,0.5038649394407908,0.54568367490352787,0.51464001919133506
94,0.50368440535642545,0.51524418776348913,0.56671958095536756,0.51661720852819926,0.54003574607060345,0.50092456631775506,0.5086524216759456,0.50973123748265647,0.53885619999840206,0.53445635808979464
95,0.50744496545336326,0.49355926731328231,0.5158440131654316,0.51108320518633976,0.53001001202836673,0.52773818806752248,0.51069485427897088,0.50358609370219265,0.54820095832100491,0.5184483655706178
96,0.52299693440374539,0.51296457700187381,0.51556618383375696,0.51605309188503845,0.54474788586456546,0.55268199814890984,0.48960763176267935,0.50793831541361201,0.54214589252551726,0.51337955384398892
97,0.49353559781291978,0.51021609364899823,0.52330838448265615,0.55855187475707979,0.55225181687814362,0.54584264689558815,0.48643150773375238,0.5167442838832802,0.55465804658233053,0.52848798710749167
98,0.50217193498366097,0.52476461856391232,0.50644783652606262,0.53664521257323117,0.51621685956004293,0.57343406782416073,0.52803402385061493,0.51109488804109537,0.61030686966112657,0.50024064314598371
99,0.55385885003799085,0.53811825823421222,0.55145857425402867,0.51461772544048068,0.5376853979814229,0.53332526437700589,0.50162439312309393,0.49819309939620826,0.56922733947553983,0.51564388237751224
100,0.51331795385127421,0.5116144430492825,0.53409319209108119,0.50901289741247158,0.53398787200747055,0.53264765136823966,0.51072699226605123,0.51835105756577637,0.55850138915736824,0.50689929322913074
101,0.50149608397708234,0.48998136782163487,0.5419215264263989,0.54612481332450369,0.50548459305817783,0.53430553294744476,0.50666575553973281,0.51167561225610769,0.5617482439150977,0.49425105112895362
102,0.48056178291522711,0.49585499297994456,0.51630934642764437,0.52617507419839082,0.52433981822700859,0.55993304946687306,0.53045567464195831,0.49878180442899223,0.54587332374582764,0.49721383039045575
103,0.5419852990662587,0.5124119431408517,0.52778788865815673,0.54565515793689168,0.51405331549562527,0.53460652517417218,0.53696440891716768,0.52880116007812084,0.55405002146761051,0.48845035639455137
104,0.51776608182409267,0.52847053398993227,0.5350743618989291,0.54214735982828099,0.50364434000198044,0.55463514572802497,0.47666339824176507,0.49997389622808863,0.5419517337366796,0.4966191443403517
105,0.48823509467398785,0.5109161557862214,0.51629642988902757,0.53063502593610956,0.52316981704655852,0.54254166217769184,0.53284662552912221,0.51248884677032258,0.57114091197974692,0.50094896793093391
106,0.51338590699376296,0.52915341411147321,0.51427005137886794,0.53959665682614599,0.52098066325966041,0.57166332311479362,0.51258704614222084,0.51506583258550487,0.55641490820196327,0.4573706480997502
107,0.51627755572171208,0.51753590865403942,0.54415092379982966,0.52289348221294818,0.5270485927440538,0.53726025102348618,0.51976507557384377,0.49731232297305566,0.54427905820529654,0.46952803496383211
108,0.48382583841167437,0.50576705862972304,0.51992233907342611,0.53406492376016368,0.53345856483312271,0.53366293061513648,0.49926206997030192,0.49486378290564315,0.56983406549590754,0.50831413455825225
109,0.48319003006797112,0.5150984154769952,0.52220344896917503,0.5169139636879575,0.51049704124380713,0.5406375506846095,0.5112930045684082,0.50388572275820731,0.57748704176585364,0.54571691408007195
110,0.48904293547439825,0.53183775494335672,0.52469165789608019,0.5407174426951904,0.55199919699200983,0.52100367916397328,0.5310029886908757,0.52638108350389046,0.55599660313241972,0.47676314734886721
111,0.54808484171487271,0.5076802262512885,0.52824241951132955,0.52372745133764875,0.5562033613531292,0.52653569722760885,0.51743133297055788,0.49967626839582469,0.55724033631272407,0.50419883955054234
112,0.512902778452198,0.52342719487219291,0.54173434097878215,0.51301811782558693,0.5195099073674373,0.51163103856927383,0.51021469975550027,0.51569218297469066,0.55484594281062938,0.47220959598107443
113,0.51342938508429992,0.50671273781079307,0.53309495707446386,0.52010908301794523,0.53141030832035929,0.52946996067657826,0.51622755002503995,0.52665269602401965,0.53444720675995816,0.49020804813521524
114,0.50899861733983232,0.51568562398786844,0.51136612206866217,0.52607848012482306,0.53111366595466547,0.5295440193621308,0.52324326151758693,0.50490452837066613,0.54590625025129658,0.53104145881638132
115,0.51754108831055423,0.51175843660625009,0.51470986529810048,0.54004111004449618,0.51597417413475022,0.56016329199696069,0.5125476134049497,0.49963461204831183,0.54311725734061245,0.52050585036738273
116,0.48903935206520333,0.50975750454431756,0.52475096020719425,0.53948619128621067,0.53933086721684131,0.51901270902300323,0.47775451296946198,0.49735118295399505,0.55738211231278179,0.44579723935335391
117,0.52293579803839085,0.5154542930696181,0.5471386507857624,0.53970385517618491,0.54087289284502915,0.52034014849529553,0.48187059549313521,0.50006805001509591,0.54224541085204769,0.48478273421195245
118,0.49916456205902798,0.49491890022888474,0.52451901587638983,0.51914915978199638,0.52377561621814717,0.56404906392626974,0.51806756944895493,0.49965112412861373,0.55270275309915406,0.50682985521959989
119,0.49693057591703094,0.53575216643879575,0.55735679543702688,0.53026425805876276,0.53769512882137271,0.55113331537743304,0.5284641139519235,0.49718542471889993,0.58426944585557183,0.5027171135495051
120,0.50552436203287598,0.53169072247376237,0.54219443457221383,0.55620691294501279,0.51986402116974884,0.52688864289305459,0.48562766843640898,0.49148365187110027,0.55319317620588904,0.49575223570718929
121,0.50001744237444701,0.51457404085064695,0.53444208718775987,0.55920558547203303,0.51931008879137475,0.5109954310395487,0.50875240203430161,0.49796340976991132,0.55870269516130577,0.49379557620741837
122,0.53076782063395833,0.51875196973469995,0.51936955320768285,0.53843038574772317,0.52227013899351904,0.53315521491322571,0.49272951394396547,0.49197230744592724,0.56475308045927253,0.52166279941248983
123,0.50582137622439471,0.52579844133370635,0.54901252899694353,0.56735792989904843,0.52830674427174873,0.52804746283128634,0.49562289542243115,0.5041369545320139,0.55631480211609852,0.47480793900801632
124,0.55460354126867273,0.51282850539947111,0.53164468521401043,0.51090717956865406,0.52621472008936065,0.52687863574334171,0.48688759891455052,0.51963557230714097,0.56444150508074675,0.47555694602954662
125,0.51229602608433877,0.4988065457432716,0.52416457161572205,0.51794945388289049,0.55510033709840212,0.53870209259694568,0.49481585660580013,0.51815025182362651,0.568633210926071,0.48146244977502717
126,0.54892414501133535,0.50555072480981911,0.53111303352298656,0.53061137726724028,0.53842385346667199,0.53773540079201854,0.50908736163156221,0.53658177801682705,0.54173045918864404,0.54230040268039492
127,0.51975128018266559,0.51599396231778194,0.52181586967774696,0.51816178745861408,0.53662870924961825,0.53031443226965669,0.50999820617733038,0.51937261281269287,0.5471448614057941,0.46637720220096374
128,0.52312364009399615,0.49961162792852992,0.51836914930146005,0.52921712040539437,0.52856437858851057,0.53948579239388061,0.49463677823294694,0.50177994447550689,0.55541739864667483,0.49917446052399617
129,0.50962927092687149,0.52198426855508895,0.52227470432942913,0.51241827064834011,0.53958679731247183,0.53902944143919373,0.50023634048761201,0.49533809064936513,0.56667377574266109,0.47513948489161334
130,0.52318134618649326,0.51264358902657081,0.51777717420491143,0.52445398775129803,0.52914671791609547,0.53904721731227156,0.5139834466083083,0.4961378857664332,0.54322458830299392,0.5145444333315462
131,0.48120938491333226,0.48983820188812444,0.51283744481469984,0.54486534586844193,0.51290871050604026,0.53110328532836271,0.53086929317795095,0.49608584140079237,0.55530079618953465,0.52194473357739612
132,0.52023102309627078,0.49731331213219759,0.51462392422366388,0.51961943305161185,0.53377081877408072,0.56244758859561494,0.48916795094617394,0.50060075760153155,0.56715012186386016,0.48937041449262797
133,0.52247814807741277,0.5207398082241832,0.5377505383626443,0.49329988191346552,0.54301902097177979,0.531498550374634,0.50792492376045006,0.51868849466953182,0.55401271831024146,0.51199131025063693
134,0.49426743718098187,0.51326153825892595,0.52110557834291282,0.52910405441365194,0.52029060720104514,0.57965484375445686,0.49520273573176049,0.49077765198624324,0.57527823672930101,0.52515670833294659
135,0.51670577034334775,0.49613681708191187,0.56233595748584841,0.52668917447361718,0.51417786446255609,0.50208112664769011,0.50090340558380142,0.53330440700796733,0.55245148510115605,0.46364352721152252
136,0.50273188457569251,0.50416242567703473,0.55149180894042626,0.53129885613612404,0.52353217860877632,0.52802309533861402,0.5005072918536817,0.51390173885807267,0.56633623266353528,0.5006274637771928
137,0.51461896698073162,0.49879936119056678,0.54098773643835896,0.51891698631462579,0.53587953100513919,0.54048344029121886,0.52178790598560609,0.50994191376266984,0.55224534591225771,0.47640630479341778
138,0.52983532679051248,0.53349759404001862,0.53959928608269803,0.51251352649543436,0.50346027399120608,0.55334716296775122,0.53160814177529681,0.52283648383970893,0.56769578332529202,0.50124672401042369
139,0.51073754277628103,0.52373983133846713,0.52709081157529658,0.49725355214316114,0.56890903341154886,0.53758135818429931,0.5066374184565251,0.50519322133357225,0.54740649310484824,0.49095720651897123
140,0.48346317925280768,0.51658999966894703,0.51447237412882629,0.55891359291794662,0.52017129524794825,0.53465362204015465,0.50866170636761632,0.52388104642987254,0.53076209384870388,0.46427120513645281
141,0.49737892761693059,0.52584014897748454,0.50950665459606848,0.60346986209524911,0.51348603745878185,0.54089086460924685,0.48384060127547512,0.52953208585742129,0.55644094428962854,0.49778698352301298
142,0.50676397433835496,0.53502174266580227,0.53096792886023825,0.50341446232216358,0.57021718626415108,0.56306570340993711,0.50341004948783574,0.51807829408771111,0.54082185620751788,0.49868827085796896
143,0.57243068314554402,0.51704945260063284,0.52556848367490783,0.52421493931120478,0.52035024817496633,0.55115593483314085,0.50742773242900407,0.50966259777947076,0.54876179278667658,0.50275490863195971
144,0.50178328348637946,0.52297537886305301,0.53387499032302721,0.52561270875667165,0.54677316962240663,0.54518979107837473,0.51727271429059907,0.51835822121587094,0.52217024038268223,0.49325935455153724
145,0.51846002772597199,0.50786727983989965,0.50264846184595335,0.53704054945599078,0.55521735377686832,0.54704389662624953,0.51319216258150913,0.49512490884349764,0.54727620666871823,0.52018082529355747
146,0.5463731630426677,0.49687209302350555,0.53411101913105508,0.49241390534918011,0.51614878484518578,0.53861958360267193,0.5003258369505329,0.50223251788106016,0.55417872898300524,0.49035438085306515
147,0.50630575270962275,0.48362695504887848,0.53796503177647637,0.51694172927319204,0.52463997893047531,0.53670249750249766,0.51238957189733936,0.4945642383979586,0.56110453381757552,0.48170460784485558
148,0.52401981789280538,0.51163745727813059,0.52012247426323555,0.5474623396719952,0.51952264470074627,0.5830627575039341,0.49048044204800056,0.50718693214345956,0.55896414445332776,0.50159969667415472
